repo_name,repo_owner,git_url,api_base_url,source_type,access_token,lang,commits,defective
facebook-android-sdk,facebook,https://github.com/facebook/facebook-android-sdk.git,http://api.github.com,github_repo,,Java,1355,250
micropython,micropython,https://github.com/micropython/micropython.git,http://api.github.com,github_repo,,C,10990,253
tweepy,tweepy,https://github.com/tweepy/tweepy.git,http://api.github.com,github_repo,,Python,1495,261
state_machine,pluginaweek,https://github.com/pluginaweek/state_machine.git,http://api.github.com,github_repo,,Ruby,751,265
mechanize,sparklemotion,https://github.com/sparklemotion/mechanize.git,http://api.github.com,github_repo,,Ruby,1445,265
brotli,google,https://github.com/google/brotli.git,http://api.github.com,github_repo,,C,986,284
mosh,keithw,https://github.com/keithw/mosh.git,http://api.github.com,github_repo,,C++,1373,286
proxygen,facebook,https://github.com/facebook/proxygen.git,http://api.github.com,github_repo,,C++,5419,292
shadowsocks-csharp,shadowsocks,https://github.com/shadowsocks/shadowsocks-csharp.git,http://api.github.com,github_repo,,C#,1326,298
twitter,sferik,https://github.com/sferik/twitter.git,http://api.github.com,github_repo,,Ruby,2618,302
compass,Compass,https://github.com/Compass/compass.git,http://api.github.com,github_repo,,CSS,3536,308
SignalR,SignalR,https://github.com/SignalR/SignalR.git,http://api.github.com,github_repo,,C#,4683,319
puphpet,puphpet,https://github.com/puphpet/puphpet.git,http://api.github.com,github_repo,,HTML,2637,338
jq,stedolan,https://github.com/stedolan/jq.git,http://api.github.com,github_repo,,C,1310,340
seaborn,mwaskom,https://github.com/mwaskom/seaborn.git,http://api.github.com,github_repo,,Python,2450,341
pyspider,binux,https://github.com/binux/pyspider.git,http://api.github.com,github_repo,,Python,1174,354
jsoup,jhy,https://github.com/jhy/jsoup.git,http://api.github.com,github_repo,,Java,1261,355
dompdf,dompdf,https://github.com/dompdf/dompdf.git,http://api.github.com,github_repo,,PHP,1068,359
AndroidAsync,koush,https://github.com/koush/AndroidAsync.git,http://api.github.com,github_repo,,Java,1081,361
django-tastypie,toastdriven,https://github.com/toastdriven/django-tastypie.git,http://api.github.com,github_repo,,Python,1277,374
formtastic,justinfrench,https://github.com/justinfrench/formtastic.git,http://api.github.com,github_repo,,Ruby,2491,408
grape,intridea,https://github.com/intridea/grape.git,http://api.github.com,github_repo,,Ruby,2242,411
Imagine,avalanche123,https://github.com/avalanche123/Imagine.git,http://api.github.com,github_repo,,PHP,1662,415
XX-Net,XX-net,https://github.com/XX-net/XX-Net.git,http://api.github.com,github_repo,,Python,2069,425
eve,nicolaiarocci,https://github.com/nicolaiarocci/eve.git,http://api.github.com,github_repo,,Python,2810,428
metrics,dropwizard,https://github.com/dropwizard/metrics.git,http://api.github.com,github_repo,,Java,2580,429
huginn,cantino,https://github.com/cantino/huginn.git,http://api.github.com,github_repo,,Ruby,3221,439
sunspot,sunspot,https://github.com/sunspot/sunspot.git,http://api.github.com,github_repo,,JavaScript,1987,443
backup,meskyanichi,https://github.com/meskyanichi/backup.git,http://api.github.com,github_repo,,Ruby,1278,444
volt,voltrb,https://github.com/voltrb/volt.git,http://api.github.com,github_repo,,Ruby,2017,445
memcached,memcached,https://github.com/memcached/memcached.git,http://api.github.com,github_repo,,C,1581,464
ThinkUp,ThinkUpLLC,https://github.com/ThinkUpLLC/ThinkUp.git,http://api.github.com,github_repo,,PHP,2866,466
brakeman,presidentbeef,https://github.com/presidentbeef/brakeman.git,http://api.github.com,github_repo,,Ruby,3466,469
watchman,facebook,https://github.com/facebook/watchman.git,http://api.github.com,github_repo,,C++,3591,480
jinja2,mitsuhiko,https://github.com/mitsuhiko/jinja2.git,http://api.github.com,github_repo,,Python,2065,489
vcr,vcr,https://github.com/vcr/vcr.git,http://api.github.com,github_repo,,Ruby,2025,494
Faker,joke2k,https://github.com/joke2k/Faker.git,http://api.github.com,github_repo,,Python,2238,519
Faker,fzaninotto,https://github.com/fzaninotto/Faker.git,http://api.github.com,github_repo,,PHP,2238,519
WP-API,WP-API,https://github.com/WP-API/WP-API.git,http://api.github.com,github_repo,,PHP,4260,525
thumbor,thumbor,https://github.com/thumbor/thumbor.git,http://api.github.com,github_repo,,Python,2130,530
PHP-CS-Fixer,fabpot,https://github.com/fabpot/PHP-CS-Fixer.git,http://api.github.com,github_repo,,PHP,2034,541
PHP-CS-Fixer,FriendsOfPHP,https://github.com/FriendsOfPHP/PHP-CS-Fixer.git,http://api.github.com,github_repo,,PHP,2034,541
junit,junit-team,https://github.com/junit-team/junit.git,http://api.github.com,github_repo,,Java,2427,544
devise,plataformatec,https://github.com/plataformatec/devise.git,http://api.github.com,github_repo,,Ruby,3636,552
androidannotations,excilys,https://github.com/excilys/androidannotations.git,http://api.github.com,github_repo,,Java,2908,583
predis,nrk,https://github.com/nrk/predis.git,http://api.github.com,github_repo,,PHP,1900,589
nanomsg,nanomsg,https://github.com/nanomsg/nanomsg.git,http://api.github.com,github_repo,,C,1642,600
neovim,neovim,https://github.com/neovim/neovim.git,http://api.github.com,github_repo,,Vim script,15112,612
ccv,liuliu,https://github.com/liuliu/ccv.git,http://api.github.com,github_repo,,C,2117,638
capybara,jnicklas,https://github.com/jnicklas/capybara.git,http://api.github.com,github_repo,,Ruby,3842,642
lwan,lpereira,https://github.com/lpereira/lwan.git,http://api.github.com,github_repo,,C,2636,654
powerline,Lokaltog,https://github.com/Lokaltog/powerline.git,http://api.github.com,github_repo,,Python,2819,658
powerline,powerline,https://github.com/powerline/powerline.git,http://api.github.com,github_repo,,Python,2819,658
portia,scrapinghub,https://github.com/scrapinghub/portia.git,http://api.github.com,github_repo,,Python,2690,668
gunicorn,benoitc,https://github.com/benoitc/gunicorn.git,http://api.github.com,github_repo,,Python,2783,693
middleman,middleman,https://github.com/middleman/middleman.git,http://api.github.com,github_repo,,Ruby,3361,707
ajenti,Ajenti,https://github.com/Ajenti/ajenti.git,http://api.github.com,github_repo,,Python,2603,714
requests,kennethreitz,https://github.com/kennethreitz/requests.git,http://api.github.com,github_repo,,Python,5923,717
ServiceStack,ServiceStack,https://github.com/ServiceStack/ServiceStack.git,http://api.github.com,github_repo,,C#,11023,749
mezzanine,stephenmcd,https://github.com/stephenmcd/mezzanine.git,http://api.github.com,github_repo,,Python,5203,754
tesseract,tesseract-ocr,https://github.com/tesseract-ocr/tesseract.git,http://api.github.com,github_repo,,C++,4457,803
jekyll,jekyll,https://github.com/jekyll/jekyll.git,http://api.github.com,github_repo,,Ruby,10714,822
SFML,LaurentGomila,https://github.com/LaurentGomila/SFML.git,http://api.github.com,github_repo,,C++,2219,825
peewee,coleifer,https://github.com/coleifer/peewee.git,http://api.github.com,github_repo,,Python,4191,833
zxing,zxing,https://github.com/zxing/zxing.git,http://api.github.com,github_repo,,Java,3521,847
glide,bumptech,https://github.com/bumptech/glide.git,http://api.github.com,github_repo,,Java,2445,873
Validation,Respect,https://github.com/Respect/Validation.git,http://api.github.com,github_repo,,PHP,1853,882
wp-cli,wp-cli,https://github.com/wp-cli/wp-cli.git,http://api.github.com,github_repo,,PHP,9404,884
Catch,philsquared,https://github.com/philsquared/Catch.git,http://api.github.com,github_repo,,C++,3110,888
taiga-back,taigaio,https://github.com/taigaio/taiga-back.git,http://api.github.com,github_repo,,Python,3793,907
fluentd,fluent,https://github.com/fluent/fluentd.git,http://api.github.com,github_repo,,Ruby,5146,917
okhttp,square,https://github.com/square/okhttp.git,http://api.github.com,github_repo,,Java,4391,967
sysdig,draios,https://github.com/draios/sysdig.git,http://api.github.com,github_repo,,C++,4297,979
zipline,quantopian,https://github.com/quantopian/zipline.git,http://api.github.com,github_repo,,Python,5998,1014
prawn,prawnpdf,https://github.com/prawnpdf/prawn.git,http://api.github.com,github_repo,,Ruby,2989,1016
sandstorm,sandstorm-io,https://github.com/sandstorm-io/sandstorm.git,http://api.github.com,github_repo,,JavaScript,6992,1018
core,flarum,https://github.com/flarum/core.git,http://api.github.com,github_repo,,PHP,3289,1022
core,owncloud,https://github.com/owncloud/core.git,http://api.github.com,github_repo,,PHP,3289,1022
Twig,twigphp,https://github.com/twigphp/Twig.git,http://api.github.com,github_repo,,PHP,5134,1083
django-rest-framework,tomchristie,https://github.com/tomchristie/django-rest-framework.git,http://api.github.com,github_repo,,Python,8181,1090
fat_free_crm,fatfreecrm,https://github.com/fatfreecrm/fat_free_crm.git,http://api.github.com,github_repo,,Ruby,5350,1132
mopidy,mopidy,https://github.com/mopidy/mopidy.git,http://api.github.com,github_repo,,Python,8156,1202
pry,pry,https://github.com/pry/pry.git,http://api.github.com,github_repo,,Ruby,4227,1209
inbox,inboxapp,https://github.com/inboxapp/inbox.git,http://api.github.com,github_repo,,Python,4395,1228
tiled,bjorn,https://github.com/bjorn/tiled.git,http://api.github.com,github_repo,,C++,4481,1256
libsass,sass,https://github.com/sass/libsass.git,http://api.github.com,github_repo,,C++,4129,1259
grav,getgrav,https://github.com/getgrav/grav.git,http://api.github.com,github_repo,,PHP,5280,1292
yii,yiisoft,https://github.com/yiisoft/yii.git,http://api.github.com,github_repo,,PHP,6609,1323
pyston,dropbox,https://github.com/dropbox/pyston.git,http://api.github.com,github_repo,,Python,5000,1325
guava,google,https://github.com/google/guava.git,http://api.github.com,github_repo,,Java,5172,1348
vert.x,eclipse,https://github.com/eclipse/vert.x.git,http://api.github.com,github_repo,,Java,4225,1404
refinerycms,refinery,https://github.com/refinery/refinerycms.git,http://api.github.com,github_repo,,Ruby,10158,1453
Cachet,cachethq,https://github.com/cachethq/Cachet.git,http://api.github.com,github_repo,,PHP,6959,1474
active_merchant,Shopify,https://github.com/Shopify/active_merchant.git,http://api.github.com,github_repo,,Ruby,4719,1512
macvim,b4winckler,https://github.com/b4winckler/macvim.git,http://api.github.com,github_repo,,C,7374,1516
titan,thinkaurelius,https://github.com/thinkaurelius/titan.git,http://api.github.com,github_repo,,Java,4434,1563
redis,antirez,https://github.com/antirez/redis.git,http://api.github.com,github_repo,,C,8728,1609
beets,sampsyo,https://github.com/sampsyo/beets.git,http://api.github.com,github_repo,,Python,9241,1830
druid,alibaba,https://github.com/alibaba/druid.git,http://api.github.com,github_repo,,Java,6057,1852
storm,apache,https://github.com/apache/storm.git,http://api.github.com,github_repo,,Java,10192,1873
realm-java,Realm,https://github.com/Realm/realm-java.git,http://api.github.com,github_repo,,Java,8261,1912
CodeIgniter,bcit-ci,https://github.com/bcit-ci/CodeIgniter.git,http://api.github.com,github_repo,,PHP,10051,1931
passenger,phusion,https://github.com/phusion/passenger.git,http://api.github.com,github_repo,,C++,8383,2221
gevent,surfly,https://github.com/surfly/gevent.git,http://api.github.com,github_repo,,Python,5227,2271
gevent,gevent,https://github.com/gevent/gevent.git,http://api.github.com,github_repo,,Python,5227,2271
phpunit,sebastianbergmann,https://github.com/sebastianbergmann/phpunit.git,http://api.github.com,github_repo,,PHP,12868,2490
logstash,elasticsearch,https://github.com/elasticsearch/logstash.git,http://api.github.com,github_repo,,Ruby,9358,2790
rubocop,bbatsov,https://github.com/bbatsov/rubocop.git,http://api.github.com,github_repo,,Ruby,8698,3247
netty,netty,https://github.com/netty/netty.git,http://api.github.com,github_repo,,Java,9674,3297
curl,bagder,https://github.com/bagder/curl.git,http://api.github.com,github_repo,,C,25121,3450
homebrew-cask,caskroom,https://github.com/caskroom/homebrew-cask.git,http://api.github.com,github_repo,,Ruby,98362,3513
libgdx,libgdx,https://github.com/libgdx/libgdx.git,http://api.github.com,github_repo,,Java,13924,3678
NewsBlur,samuelclay,https://github.com/samuelclay/NewsBlur.git,http://api.github.com,github_repo,,Python,12785,3812
phabricator,phacility,https://github.com/phacility/phabricator.git,http://api.github.com,github_repo,,PHP,16476,3926
swoole,matyhtf,https://github.com/matyhtf/swoole.git,http://api.github.com,github_repo,,C++,11324,3967
diaspora,diaspora,https://github.com/diaspora/diaspora.git,http://api.github.com,github_repo,,Ruby,19920,4001
cassandra,apache,https://github.com/apache/cassandra.git,http://api.github.com,github_repo,,Java,24868,4155
presto,facebook,https://github.com/facebook/presto.git,http://api.github.com,github_repo,,Java,16688,4310
git,git,https://github.com/git/git.git,http://api.github.com,github_repo,,C,58003,4768
ruby,ruby,https://github.com/ruby/ruby.git,http://api.github.com,github_repo,,Ruby,59827,5046
ipython,ipython,https://github.com/ipython/ipython.git,http://api.github.com,github_repo,,Python,24188,5134
numpy,numpy,https://github.com/numpy/numpy.git,http://api.github.com,github_repo,,C,22031,5675
pandas,pydata,https://github.com/pydata/pandas.git,http://api.github.com,github_repo,,Python,21449,6302
zf2,zendframework,https://github.com/zendframework/zf2.git,http://api.github.com,github_repo,,,27058,6374
piwik,piwik,https://github.com/piwik/piwik.git,http://api.github.com,github_repo,,,26228,8061
sympy,sympy,https://github.com/sympy/sympy.git,http://api.github.com,github_repo,,,40727,10653
symfony,symfony,https://github.com/symfony/symfony.git,http://api.github.com,github_repo,,,46973,10726
home-assistant,balloob,https://github.com/balloob/home-assistant.git,http://api.github.com,github_repo,,,23569,10750
gradle,gradle,https://github.com/gradle/gradle.git,http://api.github.com,github_repo,,,72469,11130
metasploit-framework,rapid7,https://github.com/rapid7/metasploit-framework.git,http://api.github.com,github_repo,,,54525,12063
elasticsearch,elastic,https://github.com/elastic/elasticsearch.git,http://api.github.com,github_repo,,,49815,15949
elasticsearch,elasticsearch,https://github.com/elasticsearch/elasticsearch.git,http://api.github.com,github_repo,,,49815,15949
odoo,odoo,https://github.com/odoo/odoo.git,http://api.github.com,github_repo,,,132100,31209
tig,jonas,https://github.com/jonas/tig.git,http://api.github.com,github_repo,,,12,
mjolnir,mjolnir-io,https://github.com/mjolnir-io/mjolnir.git,http://api.github.com,github_repo,,,,
go-lang-idea-plugin,go-lang-plugin-org,https://github.com/go-lang-plugin-org/go-lang-idea-plugin.git,http://api.github.com,github_repo,,,,
Mailpile,pagekite,https://github.com/pagekite/Mailpile.git,http://api.github.com,github_repo,,,,
veewee,jedi4ever,https://github.com/jedi4ever/veewee.git,http://api.github.com,github_repo,,,,
iosched,google,https://github.com/google/iosched.git,http://api.github.com,github_repo,,,,
Mailpile,mailpile,https://github.com/mailpile/Mailpile.git,http://api.github.com,github_repo,,,,
youtube-dl,rg3,https://github.com/rg3/youtube-dl.git,http://api.github.com,github_repo,,,,
OpenEmu,OpenEmu,https://github.com/OpenEmu/OpenEmu.git,http://api.github.com,github_repo,,,,
RxJava,ReactiveX,https://github.com/ReactiveX/RxJava.git,http://api.github.com,github_repo,,,,
android,github,https://github.com/github/android.git,http://api.github.com,github_repo,,,,
wagtail,torchbox,https://github.com/torchbox/wagtail.git,http://api.github.com,github_repo,,,,
caffe,BVLC,https://github.com/BVLC/caffe.git,http://api.github.com,github_repo,,,,
nokogiri,sparklemotion,https://github.com/sparklemotion/nokogiri.git,http://api.github.com,github_repo,,,,
mitmproxy,mitmproxy,https://github.com/mitmproxy/mitmproxy.git,http://api.github.com,github_repo,,,,
clojure,clojure,https://github.com/clojure/clojure.git,http://api.github.com,github_repo,,,,
PHPExcel,PHPOffice,https://github.com/PHPOffice/PHPExcel.git,http://api.github.com,github_repo,,,,
vagrant,mitchellh,https://github.com/mitchellh/vagrant.git,http://api.github.com,github_repo,,,,
pip,pypa,https://github.com/pypa/pip.git,http://api.github.com,github_repo,,,,
TextSecure,WhisperSystems,https://github.com/WhisperSystems/TextSecure.git,http://api.github.com,github_repo,,,,
RxJava,Netflix,https://github.com/Netflix/RxJava.git,http://api.github.com,github_repo,,,,
AutoMapper,AutoMapper,https://github.com/AutoMapper/AutoMapper.git,http://api.github.com,github_repo,,,,
opal,opal,https://github.com/opal/opal.git,http://api.github.com,github_repo,,,,
boto,boto,https://github.com/boto/boto.git,http://api.github.com,github_repo,,,,
wrk,wg,https://github.com/wg/wrk.git,http://api.github.com,github_repo,,,,
gitlabhq,gitlabhq,https://github.com/gitlabhq/gitlabhq.git,http://api.github.com,github_repo,,,,
kivy,kivy,https://github.com/kivy/kivy.git,http://api.github.com,github_repo,,,,
woocommerce,woothemes,https://github.com/woothemes/woocommerce.git,http://api.github.com,github_repo,,,,
Sick-Beard,midgetspy,https://github.com/midgetspy/Sick-Beard.git,http://api.github.com,github_repo,,,,
sentry,getsentry,https://github.com/getsentry/sentry.git,http://api.github.com,github_repo,,,,
cw-omnibus,commonsguy,https://github.com/commonsguy/cw-omnibus.git,http://api.github.com,github_repo,,,,
fastjson,alibaba,https://github.com/alibaba/fastjson.git,http://api.github.com,github_repo,,,,
gumbo-parser,google,https://github.com/google/gumbo-parser.git,http://api.github.com,github_repo,,,,
OpenRefine,OpenRefine,https://github.com/OpenRefine/OpenRefine.git,http://api.github.com,github_repo,,,,
ssdb,ideawu,https://github.com/ideawu/ssdb.git,http://api.github.com,github_repo,,,,
guice,google,https://github.com/google/guice.git,http://api.github.com,github_repo,,,,
liteide,visualfc,https://github.com/visualfc/liteide.git,http://api.github.com,github_repo,,,,
dubbo,alibaba,https://github.com/alibaba/dubbo.git,http://api.github.com,github_repo,,,,
Craft,fogleman,https://github.com/fogleman/Craft.git,http://api.github.com,github_repo,,,,
php-src,php,https://github.com/php/php-src.git,http://api.github.com,github_repo,,,,
magento2,magento,https://github.com/magento/magento2.git,http://api.github.com,github_repo,,,,
hhvm,facebook,https://github.com/facebook/hhvm.git,http://api.github.com,github_repo,,,,
robomongo,paralect,https://github.com/paralect/robomongo.git,http://api.github.com,github_repo,,,,
opencv,Itseez,https://github.com/Itseez/opencv.git,http://api.github.com,github_repo,,,,
webscalesql-5.6,webscalesql,https://github.com/webscalesql/webscalesql-5.6.git,http://api.github.com,github_repo,,,,
TrinityCore,TrinityCore,https://github.com/TrinityCore/TrinityCore.git,http://api.github.com,github_repo,,,,
platform_frameworks_base,android,https://github.com/android/platform_frameworks_base.git,http://api.github.com,github_repo,,,,
