repo_name,repo_owner,git_url,api_base_url,source_type,access_token,lang,commits,defective
Fortran,annefou,https://github.com/annefou/Fortran,http://api.github.com,github_repo,0,Fortran,27,2
pikaia,jacobwilliams,https://github.com/jacobwilliams/pikaia,http://api.github.com,github_repo,0,Fortran,32,2
landslides-trigrs,usgs,https://github.com/usgs/landslides-trigrs,http://api.github.com,github_repo,0,Fortran,26,3
HPCAcademyFortran,ZedThree,https://github.com/ZedThree/HPCAcademyFortran,http://api.github.com,github_repo,0,Fortran,108,3
swig-fortran-dev,sethrj,https://github.com/sethrj/swig-fortran-dev,http://api.github.com,github_repo,0,Fortran,90,3
nka,nncarlson,https://github.com/nncarlson/nka,http://api.github.com,github_repo,0,Fortran,22,3
rpn-calc-fortran,scivision,https://github.com/scivision/rpn-calc-fortran,http://api.github.com,github_repo,0,Fortran,79,3
GITM,aaronjridley,https://github.com/aaronjridley/GITM,http://api.github.com,github_repo,0,Fortran,101,3
woptic,woptic,https://github.com/woptic/woptic,http://api.github.com,github_repo,0,Fortran,125,3
kpp,barronh,https://github.com/barronh/kpp,http://api.github.com,github_repo,0,Fortran,24,3
seisloc,speedshi,https://github.com/speedshi/seisloc,http://api.github.com,github_repo,0,Fortran,29,3
pyHWM14,rilma,https://github.com/rilma/pyHWM14,http://api.github.com,github_repo,0,Fortran,47,3
scipydirect,andim,https://github.com/andim/scipydirect,http://api.github.com,github_repo,0,Fortran,52,3
mpifx,dftbplus,https://github.com/dftbplus/mpifx,http://api.github.com,github_repo,0,Fortran,76,3
eigenkernel,eigenkernel,https://github.com/eigenkernel/eigenkernel,http://api.github.com,github_repo,0,Fortran,51,3
FGPU,LLNL,https://github.com/LLNL/FGPU,http://api.github.com,github_repo,0,Fortran,31,3
exotrending,oscaribv,https://github.com/oscaribv/exotrending,http://api.github.com,github_repo,0,Fortran,45,3
pypropack,jakevdp,https://github.com/jakevdp/pypropack,http://api.github.com,github_repo,0,Fortran,22,3
python-nufft,dfm,https://github.com/dfm/python-nufft,http://api.github.com,github_repo,0,Fortran,46,3
aenet,atomisticnet,https://github.com/atomisticnet/aenet,http://api.github.com,github_repo,0,Fortran,53,3
Eigensolver_gpu,NVIDIA,https://github.com/NVIDIA/Eigensolver_gpu,http://api.github.com,github_repo,0,Fortran,24,3
pyslalib,scottransom,https://github.com/scottransom/pyslalib,http://api.github.com,github_repo,0,Fortran,25,3
bayesR,syntheke,https://github.com/syntheke/bayesR,http://api.github.com,github_repo,0,Fortran,39,3
w2dynamics,w2dynamics,https://github.com/w2dynamics/w2dynamics,http://api.github.com,github_repo,0,Fortran,45,3
fortran-kmeans,Eroica-cpp,https://github.com/Eroica-cpp/fortran-kmeans,http://api.github.com,github_repo,0,Fortran,31,4
ce-tddft,dceresoli,https://github.com/dceresoli/ce-tddft,http://api.github.com,github_repo,0,Fortran,38,4
mamba,shortlab,https://github.com/shortlab/mamba,http://api.github.com,github_repo,0,Fortran,50,4
scalapackfx,dftbplus,https://github.com/dftbplus/scalapackfx,http://api.github.com,github_repo,0,Fortran,97,4
dataset1d,perrette,https://github.com/perrette/dataset1d,http://api.github.com,github_repo,0,Fortran,22,4
daspy,daspy,https://github.com/daspy/daspy,http://api.github.com,github_repo,0,Fortran,56,4
SBDART,paulricchiazzi,https://github.com/paulricchiazzi/SBDART,http://api.github.com,github_repo,0,Fortran,47,4
hdf5_interface,fccf,https://github.com/fccf/hdf5_interface,http://api.github.com,github_repo,0,Fortran,32,4
scsbz,tflovorn,https://github.com/tflovorn/scsbz,http://api.github.com,github_repo,0,Fortran,37,4
FOLLIA,giacombum,https://github.com/giacombum/FOLLIA,http://api.github.com,github_repo,0,Fortran,22,4
dftd3-lib,dftbplus,https://github.com/dftbplus/dftd3-lib,http://api.github.com,github_repo,0,Fortran,41,4
UCNS3D,ucns3d-team,https://github.com/ucns3d-team/UCNS3D,http://api.github.com,github_repo,0,Fortran,38,4
fortran-yaml,BoldingBruggeman,https://github.com/BoldingBruggeman/fortran-yaml,http://api.github.com,github_repo,0,Fortran,71,4
Molden2AIM,zorkzou,https://github.com/zorkzou/Molden2AIM,http://api.github.com,github_repo,0,Fortran,74,4
SWAT,WatershedModels,https://github.com/WatershedModels/SWAT,http://api.github.com,github_repo,0,Fortran,55,4
Rocstar-legacy,IllinoisRocstar,https://github.com/IllinoisRocstar/Rocstar-legacy,http://api.github.com,github_repo,0,Fortran,96,4
FLOw,szaghi,https://github.com/szaghi/FLOw,http://api.github.com,github_repo,0,Fortran,65,5
optionsf90,cngilbreth,https://github.com/cngilbreth/optionsf90,http://api.github.com,github_repo,0,Fortran,24,5
arpack,inducer,https://github.com/inducer/arpack,http://api.github.com,github_repo,0,Fortran,32,5
2D_CARFIVE,dattv,https://github.com/dattv/2D_CARFIVE,http://api.github.com,github_repo,0,Fortran,52,5
forutils,cmbant,https://github.com/cmbant/forutils,http://api.github.com,github_repo,0,Fortran,89,5
umwm,umwm,https://github.com/umwm/umwm,http://api.github.com,github_repo,0,Fortran,65,5
FiniteVolumeMethods,Paulms,https://github.com/Paulms/FiniteVolumeMethods,http://api.github.com,github_repo,0,Fortran,26,5
superpy,andrewfowlie,https://github.com/andrewfowlie/superpy,http://api.github.com,github_repo,0,Fortran,49,5
gibbs2,aoterodelaroza,https://github.com/aoterodelaroza/gibbs2,http://api.github.com,github_repo,0,Fortran,45,5
numerical-methods-fortran,planelles20,https://github.com/planelles20/numerical-methods-fortran,http://api.github.com,github_repo,0,Fortran,92,5
freeCappuccino,nikola-m,https://github.com/nikola-m/freeCappuccino,http://api.github.com,github_repo,0,Fortran,66,5
complex_bessel,joeydumont,https://github.com/joeydumont/complex_bessel,http://api.github.com,github_repo,0,Fortran,49,5
letkf,takemasa-miyoshi,https://github.com/takemasa-miyoshi/letkf,http://api.github.com,github_repo,0,Fortran,128,5
openpde,francescosalvadore,https://github.com/francescosalvadore/openpde,http://api.github.com,github_repo,0,Fortran,70,6
MISTRAL,pseudospectators,https://github.com/pseudospectators/MISTRAL,http://api.github.com,github_repo,0,Fortran,22,6
hdf5-feedstock,conda-forge,https://github.com/conda-forge/hdf5-feedstock,http://api.github.com,github_repo,0,Fortran,244,6
HMcode,alexander-mead,https://github.com/alexander-mead/HMcode,http://api.github.com,github_repo,0,Fortran,62,6
ADGA,AbinitioDGA,https://github.com/AbinitioDGA/ADGA,http://api.github.com,github_repo,0,Fortran,22,6
HASTY,szaghi,https://github.com/szaghi/HASTY,http://api.github.com,github_repo,0,Fortran,42,6
BasicDTUController,DTUWindEnergy,https://github.com/DTUWindEnergy/BasicDTUController,http://api.github.com,github_repo,0,Fortran,93,6
forpy,ylikx,https://github.com/ylikx/forpy,http://api.github.com,github_repo,0,Fortran,57,6
how-to-optimize-gemm,tpoisonooo,https://github.com/tpoisonooo/how-to-optimize-gemm,http://api.github.com,github_repo,0,Fortran,51,6
listings,modern-fortran,https://github.com/modern-fortran/listings,http://api.github.com,github_repo,0,Fortran,86,6
FisherExact,maclandrol,https://github.com/maclandrol/FisherExact,http://api.github.com,github_repo,0,Fortran,28,6
generic_rk,cbcoutinho,https://github.com/cbcoutinho/generic_rk,http://api.github.com,github_repo,0,Fortran,24,7
PyLocEQ,amir-allam,https://github.com/amir-allam/PyLocEQ,http://api.github.com,github_repo,0,Fortran,58,7
EStokTP,PACChem,https://github.com/PACChem/EStokTP,http://api.github.com,github_repo,0,Fortran,56,7
fortran_tester,pdebuyl,https://github.com/pdebuyl/fortran_tester,http://api.github.com,github_repo,0,Fortran,87,7
T-Blade3,GTSL-UC,https://github.com/GTSL-UC/T-Blade3,http://api.github.com,github_repo,0,Fortran,282,7
TCSFA,timy,https://github.com/timy/TCSFA,http://api.github.com,github_repo,0,Fortran,55,7
fortran-submodule,scivision,https://github.com/scivision/fortran-submodule,http://api.github.com,github_repo,0,Fortran,53,7
okada_wrapper,tbenthompson,https://github.com/tbenthompson/okada_wrapper,http://api.github.com,github_repo,0,Fortran,64,7
PENF,szaghi,https://github.com/szaghi/PENF,http://api.github.com,github_repo,0,Fortran,133,7
molscat,molscat,https://github.com/molscat/molscat,http://api.github.com,github_repo,0,Fortran,81,8
libsparse,jvdp1,https://github.com/jvdp1/libsparse,http://api.github.com,github_repo,0,Fortran,106,8
FSM2,RichardEssery,https://github.com/RichardEssery/FSM2,http://api.github.com,github_repo,0,Fortran,31,8
postlammps,atoms-ufrj,https://github.com/atoms-ufrj/postlammps,http://api.github.com,github_repo,0,Fortran,39,8
collections,komahanb,https://github.com/komahanb/collections,http://api.github.com,github_repo,0,Fortran,39,8
pyhelp,cgq-qgc,https://github.com/cgq-qgc/pyhelp,http://api.github.com,github_repo,0,Fortran,459,8
VASPsol,henniggroup,https://github.com/henniggroup/VASPsol,http://api.github.com,github_repo,0,Fortran,90,8
smash,cmsi,https://github.com/cmsi/smash,http://api.github.com,github_repo,0,Fortran,243,9
py2f,rjfarmer,https://github.com/rjfarmer/py2f,http://api.github.com,github_repo,0,Fortran,45,9
specfem3d_geotech,geodynamics,https://github.com/geodynamics/specfem3d_geotech,http://api.github.com,github_repo,0,Fortran,135,9
SCRIP,SCRIP-Project,https://github.com/SCRIP-Project/SCRIP,http://api.github.com,github_repo,0,Fortran,41,9
geos2cmaq,barronh,https://github.com/barronh/geos2cmaq,http://api.github.com,github_repo,0,Fortran,87,9
fortran-machine,mapmeld,https://github.com/mapmeld/fortran-machine,http://api.github.com,github_repo,0,Fortran,76,9
wignerSymbols,joeydumont,https://github.com/joeydumont/wignerSymbols,http://api.github.com,github_repo,0,Fortran,44,9
mumps,scivision,https://github.com/scivision/mumps,http://api.github.com,github_repo,0,Fortran,229,9
ExactPack,lanl,https://github.com/lanl/ExactPack,http://api.github.com,github_repo,0,Fortran,99,9
NHWAVE,JimKirby,https://github.com/JimKirby/NHWAVE,http://api.github.com,github_repo,0,Fortran,116,10
connectivity-modeling-system,beatrixparis,https://github.com/beatrixparis/connectivity-modeling-system,http://api.github.com,github_repo,0,Fortran,121,10
gees,Azrael3000,https://github.com/Azrael3000/gees,http://api.github.com,github_repo,0,Fortran,28,10
coretran,leonfoks,https://github.com/leonfoks/coretran,http://api.github.com,github_repo,0,Fortran,162,10
HOS-ocean,LHEEA,https://github.com/LHEEA/HOS-ocean,http://api.github.com,github_repo,0,Fortran,80,10
Scientific-Software-Design,sourceryinstitute,https://github.com/sourceryinstitute/Scientific-Software-Design,http://api.github.com,github_repo,0,Fortran,59,10
FiNeR,szaghi,https://github.com/szaghi/FiNeR,http://api.github.com,github_repo,0,Fortran,79,10
qp2,QuantumPackage,https://github.com/QuantumPackage/qp2,http://api.github.com,github_repo,0,Fortran,550,10
DangerousSnake,dangeroussnake,https://github.com/dangeroussnake/DangerousSnake,http://api.github.com,github_repo,0,Fortran,37,11
elk-w90-improved,rohkeaID,https://github.com/rohkeaID/elk-w90-improved,http://api.github.com,github_repo,0,Fortran,43,11
librmn,armnlib,https://github.com/armnlib/librmn,http://api.github.com,github_repo,0,Fortran,178,11
mathext,gonum,https://github.com/gonum/mathext,http://api.github.com,github_repo,0,Fortran,108,11
Nemoh,LHEEA,https://github.com/LHEEA/Nemoh,http://api.github.com,github_repo,0,Fortran,81,11
fortran_notes,zmiimz,https://github.com/zmiimz/fortran_notes,http://api.github.com,github_repo,0,Fortran,53,11
Algorithms,andreypudov,https://github.com/andreypudov/Algorithms,http://api.github.com,github_repo,0,Fortran,69,12
IHPCSS_Coding_challenge_2019,capellil,https://github.com/capellil/IHPCSS_Coding_challenge_2019,http://api.github.com,github_repo,0,Fortran,100,12
FORbID,giacombum,https://github.com/giacombum/FORbID,http://api.github.com,github_repo,0,Fortran,44,12
QTAdaptive,dattv,https://github.com/dattv/QTAdaptive,http://api.github.com,github_repo,0,Fortran,57,12
mcluster,ahwkuepper,https://github.com/ahwkuepper/mcluster,http://api.github.com,github_repo,0,Fortran,48,12
VTKFortran,szaghi,https://github.com/szaghi/VTKFortran,http://api.github.com,github_repo,0,Fortran,186,12
clawpack-4.x,clawpack,https://github.com/clawpack/clawpack-4.x,http://api.github.com,github_repo,0,Fortran,152,13
general-purpose-fortran,urbanjost,https://github.com/urbanjost/general-purpose-fortran,http://api.github.com,github_repo,0,Fortran,226,13
GSW-Fortran,TEOS-10,https://github.com/TEOS-10/GSW-Fortran,http://api.github.com,github_repo,0,Fortran,87,13
openspecfun,JuliaMath,https://github.com/JuliaMath/openspecfun,http://api.github.com,github_repo,0,Fortran,89,13
olcao,UMKC-CPG,https://github.com/UMKC-CPG/olcao,http://api.github.com,github_repo,0,Fortran,63,13
FTeikPy,keurfonluu,https://github.com/keurfonluu/FTeikPy,http://api.github.com,github_repo,0,Fortran,41,14
ode-openacc,starkiller-astro,https://github.com/starkiller-astro/ode-openacc,http://api.github.com,github_repo,0,Fortran,97,14
L-BFGS-ocaml,Chris00,https://github.com/Chris00/L-BFGS-ocaml,http://api.github.com,github_repo,0,Fortran,123,14
apexpy,aburrell,https://github.com/aburrell/apexpy,http://api.github.com,github_repo,0,Fortran,446,14
fortran-unit-test,dongli,https://github.com/dongli/fortran-unit-test,http://api.github.com,github_repo,0,Fortran,85,14
ffr-PWDFT,f-fathurrahman,https://github.com/f-fathurrahman/ffr-PWDFT,http://api.github.com,github_repo,0,Fortran,35,14
DSM-Kernel,IPGP,https://github.com/IPGP/DSM-Kernel,http://api.github.com,github_repo,0,Fortran,413,14
OpenTBL,guillemborrell,https://github.com/guillemborrell/OpenTBL,http://api.github.com,github_repo,0,Fortran,133,14
OFF,szaghi,https://github.com/szaghi/OFF,http://api.github.com,github_repo,0,Fortran,48,14
VecFor,szaghi,https://github.com/szaghi/VecFor,http://api.github.com,github_repo,0,Fortran,64,14
hrldas-release,NCAR,https://github.com/NCAR/hrldas-release,http://api.github.com,github_repo,0,Fortran,86,14
FORESEER,szaghi,https://github.com/szaghi/FORESEER,http://api.github.com,github_repo,0,Fortran,93,15
Grid2Grid,LHEEA,https://github.com/LHEEA/Grid2Grid,http://api.github.com,github_repo,0,Fortran,69,15
ncio,alex-robinson,https://github.com/alex-robinson/ncio,http://api.github.com,github_repo,0,Fortran,129,15
lagrange,blackrim,https://github.com/blackrim/lagrange,http://api.github.com,github_repo,0,Fortran,65,15
GALAHAD,ralna,https://github.com/ralna/GALAHAD,http://api.github.com,github_repo,0,Fortran,57,15
go-lbfgsb,afbarnard,https://github.com/afbarnard/go-lbfgsb,http://api.github.com,github_repo,0,Fortran,71,15
factual,cmacmackin,https://github.com/cmacmackin/factual,http://api.github.com,github_repo,0,Fortran,123,16
PelePhysics,AMReX-Combustion,https://github.com/AMReX-Combustion/PelePhysics,http://api.github.com,github_repo,0,Fortran,373,16
fregex,andreww,https://github.com/andreww/fregex,http://api.github.com,github_repo,0,Fortran,39,16
gabriel,jdonners,https://github.com/jdonners/gabriel,http://api.github.com,github_repo,0,Fortran,80,16
pytmatrix,jleinonen,https://github.com/jleinonen/pytmatrix,http://api.github.com,github_repo,0,Fortran,63,16
fortrangis,dcesari,https://github.com/dcesari/fortrangis,http://api.github.com,github_repo,0,Fortran,108,16
ifeffit,newville,https://github.com/newville/ifeffit,http://api.github.com,github_repo,0,Fortran,107,17
Coding-Examples,srinathv,https://github.com/srinathv/Coding-Examples,http://api.github.com,github_repo,0,Fortran,383,17
FEconv,victorsndvg,https://github.com/victorsndvg/FEconv,http://api.github.com,github_repo,0,Fortran,333,17
scalapack,Reference-ScaLAPACK,https://github.com/Reference-ScaLAPACK/scalapack,http://api.github.com,github_repo,0,Fortran,135,18
ParaviewPlugins,jrper,https://github.com/jrper/ParaviewPlugins,http://api.github.com,github_repo,0,Fortran,99,18
IRI2016,space-physics,https://github.com/space-physics/IRI2016,http://api.github.com,github_repo,0,Fortran,183,18
afnl,ramos,https://github.com/ramos/afnl,http://api.github.com,github_repo,0,Fortran,131,18
zofu,acroucher,https://github.com/acroucher/zofu,http://api.github.com,github_repo,0,Fortran,127,18
WRFV3,NCAR,https://github.com/NCAR/WRFV3,http://api.github.com,github_repo,0,Fortran,222,18
Topo,NCAR,https://github.com/NCAR/Topo,http://api.github.com,github_repo,0,Fortran,102,19
OpenSWPC,tktmyd,https://github.com/tktmyd/OpenSWPC,http://api.github.com,github_repo,0,Fortran,258,19
slsqp,jacobwilliams,https://github.com/jacobwilliams/slsqp,http://api.github.com,github_repo,0,Fortran,68,19
contrib-snufflings,pyrocko,https://github.com/pyrocko/contrib-snufflings,http://api.github.com,github_repo,0,Fortran,390,20
calypso,geodynamics,https://github.com/geodynamics/calypso,http://api.github.com,github_repo,0,Fortran,232,20
msise00,space-physics,https://github.com/space-physics/msise00,http://api.github.com,github_repo,0,Fortran,238,20
dqmc_demo,wanderxu,https://github.com/wanderxu/dqmc_demo,http://api.github.com,github_repo,0,Fortran,112,20
DIVA,gher-ulg,https://github.com/gher-ulg/DIVA,http://api.github.com,github_repo,0,Fortran,800,20
whamp,irfu,https://github.com/irfu/whamp,http://api.github.com,github_repo,0,Fortran,84,21
fortran-container,dongli,https://github.com/dongli/fortran-container,http://api.github.com,github_repo,0,Fortran,55,21
fiona,dongli,https://github.com/dongli/fiona,http://api.github.com,github_repo,0,Fortran,54,21
mocsy,jamesorr,https://github.com/jamesorr/mocsy,http://api.github.com,github_repo,0,Fortran,157,21
fortran-datetime,dongli,https://github.com/dongli/fortran-datetime,http://api.github.com,github_repo,0,Fortran,55,21
CommonModules,hornekyle,https://github.com/hornekyle/CommonModules,http://api.github.com,github_repo,0,Fortran,155,22
FoXy,Fortran-FOSS-Programmers,https://github.com/Fortran-FOSS-Programmers/FoXy,http://api.github.com,github_repo,0,Fortran,70,22
EFDC-MPI,fearghalodonncha,https://github.com/fearghalodonncha/EFDC-MPI,http://api.github.com,github_repo,0,Fortran,123,22
cubep3m,jharno,https://github.com/jharno/cubep3m,http://api.github.com,github_repo,0,Fortran,102,22
LLEA,helgee,https://github.com/helgee/LLEA,http://api.github.com,github_repo,0,Fortran,108,23
FURY,szaghi,https://github.com/szaghi/FURY,http://api.github.com,github_repo,0,Fortran,131,23
DSMACC,barronh,https://github.com/barronh/DSMACC,http://api.github.com,github_repo,0,Fortran,246,23
Xoptfoil,montagdude,https://github.com/montagdude/Xoptfoil,http://api.github.com,github_repo,0,Fortran,217,23
RegESM,uturuncoglu,https://github.com/uturuncoglu/RegESM,http://api.github.com,github_repo,0,Fortran,357,23
wien2wannier,wien2wannier,https://github.com/wien2wannier/wien2wannier,http://api.github.com,github_repo,0,Fortran,299,24
flibcpp,swig-fortran,https://github.com/swig-fortran/flibcpp,http://api.github.com,github_repo,0,Fortran,134,25
defmod-swpc,Chunfang,https://github.com/Chunfang/defmod-swpc,http://api.github.com,github_repo,0,Fortran,123,25
ddeabm,jacobwilliams,https://github.com/jacobwilliams/ddeabm,http://api.github.com,github_repo,0,Fortran,75,25
FortGL,lewisfish,https://github.com/lewisfish/FortGL,http://api.github.com,github_repo,0,Fortran,54,25
Octopus,jinbow,https://github.com/jinbow/Octopus,http://api.github.com,github_repo,0,Fortran,144,25
sf_traffic,liljonnystyle,https://github.com/liljonnystyle/sf_traffic,http://api.github.com,github_repo,0,Fortran,124,25
tsunami,modern-fortran,https://github.com/modern-fortran/tsunami,http://api.github.com,github_repo,0,Fortran,157,25
PoisFFT,LadaF,https://github.com/LadaF/PoisFFT,http://api.github.com,github_repo,0,Fortran,115,25
GGI_TLM,ggiemr,https://github.com/ggiemr/GGI_TLM,http://api.github.com,github_repo,0,Fortran,146,26
IMEX_SfloW2D,demichie,https://github.com/demichie/IMEX_SfloW2D,http://api.github.com,github_repo,0,Fortran,191,26
fishpack,jlokimlin,https://github.com/jlokimlin/fishpack,http://api.github.com,github_repo,0,Fortran,179,26
pyplot-fortran,jacobwilliams,https://github.com/jacobwilliams/pyplot-fortran,http://api.github.com,github_repo,0,Fortran,69,26
FPL,victorsndvg,https://github.com/victorsndvg/FPL,http://api.github.com,github_repo,0,Fortran,160,26
DRC_Fortran,TUDelft-DataDrivenControl,https://github.com/TUDelft-DataDrivenControl/DRC_Fortran,http://api.github.com,github_repo,0,Fortran,103,27
classic,clawpack,https://github.com/clawpack/classic,http://api.github.com,github_repo,0,Fortran,241,28
