,Unnamed: 0,repo_name,repo_owner,git_url,api_base_url,source_type,access_token,lang,commits,defective,done
7,7,android-samples,gsuitedevs,https://github.com/gsuitedevs/android-samples,http://api.github.com,github_repo,,Java,195,2,1
0,0,cloudwatch_exporter,prometheus,https://github.com/prometheus/cloudwatch_exporter,http://api.github.com,github_repo,,Java,126,4,1
1,1,react-native-webview-android,lucasferreira,https://github.com/lucasferreira/react-native-webview-android,http://api.github.com,github_repo,,Java,86,4,1
2,2,Shuffle,Meetic,https://github.com/Meetic/Shuffle,http://api.github.com,github_repo,,Java,30,4,1
3,3,AutoEx,BolexLiu,https://github.com/BolexLiu/AutoEx,http://api.github.com,github_repo,,Java,37,4,1
4,4,react-native-quick-actions,jordanbyron,https://github.com/jordanbyron/react-native-quick-actions,http://api.github.com,github_repo,,Java,104,4,1
5,5,TimetableView,zfman,https://github.com/zfman/TimetableView,http://api.github.com,github_repo,,Java,144,4,1
6,6,ViewSupport,GcsSloop,https://github.com/GcsSloop/ViewSupport,http://api.github.com,github_repo,,Java,64,4,1
7,7,Isometric,FabianTerhorst,https://github.com/FabianTerhorst/Isometric,http://api.github.com,github_repo,,Java,81,4,1
8,8,SHSegmentControl,7heaven,https://github.com/7heaven/SHSegmentControl,http://api.github.com,github_repo,,Java,96,4,1
9,9,wrk,wg,https://github.com/wg/wrk.git,http://api.github.com,github_repo,,C,76,5,1
10,10,MaterialAbout,jrvansuita,https://github.com/jrvansuita/MaterialAbout,http://api.github.com,github_repo,,Java,167,5,1
11,11,Competitive-programming-library,AhmadElsagheer,https://github.com/AhmadElsagheer/Competitive-programming-library,http://api.github.com,github_repo,,Java,276,5,1
12,12,TubeMQ,Tencent,https://github.com/Tencent/TubeMQ,http://api.github.com,github_repo,,Java,92,5,1
13,13,android-actionbar,johannilsson,https://github.com/johannilsson/android-actionbar,http://api.github.com,github_repo,,Java,79,5,1
14,14,aws-big-data-blog,aws-samples,https://github.com/aws-samples/aws-big-data-blog,http://api.github.com,github_repo,,Java,373,5,1
15,15,BarcodeScanner,wildabeast,https://github.com/wildabeast/BarcodeScanner,http://api.github.com,github_repo,,Java,202,5,1
0,0,CtCI-6th-Edition,careercup,https://github.com/careercup/CtCI-6th-Edition,http://api.github.com,github_repo,,Java,393,7,1
1,1,spring-mvc-showcase,spring-projects,https://github.com/spring-projects/spring-mvc-showcase,http://api.github.com,github_repo,,Java,76,7,1
2,2,spring-cloud-kubernetes,fabric8io,https://github.com/fabric8io/spring-cloud-kubernetes,http://api.github.com,github_repo,,Java,146,7,1
3,3,RMSwitch,RiccardoMoro,https://github.com/RiccardoMoro/RMSwitch,http://api.github.com,github_repo,,Java,46,7,1
4,4,easy-adapter,ribot,https://github.com/ribot/easy-adapter,http://api.github.com,github_repo,,Java,165,7,1
5,5,XmlToJson,smart-fun,https://github.com/smart-fun/XmlToJson,http://api.github.com,github_repo,,Java,63,7,1
6,6,android-audio-visualizer,GautamChibde,https://github.com/GautamChibde/android-audio-visualizer,http://api.github.com,github_repo,,Java,59,7,1
7,7,EasyMVP,6thsolution,https://github.com/6thsolution/EasyMVP,http://api.github.com,github_repo,,Java,107,7,1
8,8,ColorPickerView,skydoves,https://github.com/skydoves/ColorPickerView,http://api.github.com,github_repo,,Java,160,7,1
9,9,GroupedRecyclerViewAdapter,donkingliang,https://github.com/donkingliang/GroupedRecyclerViewAdapter,http://api.github.com,github_repo,,Java,69,7,1
10,10,PowerMenu,skydoves,https://github.com/skydoves/PowerMenu,http://api.github.com,github_repo,,Java,189,7,1
11,11,TagsEditText,mabbas007,https://github.com/mabbas007/TagsEditText,http://api.github.com,github_repo,,Java,50,7,1
12,12,AutoUpdateProject,MZCretin,https://github.com/MZCretin/AutoUpdateProject,http://api.github.com,github_repo,,Java,99,7,1
13,13,maven-plugins,apache,https://github.com/apache/maven-plugins,http://api.github.com,github_repo,,Java,231,8,1
14,14,CameraFragment,florent37,https://github.com/florent37/CameraFragment,http://api.github.com,github_repo,,Java,78,8,1
15,15,carbon-apimgt,wso2,https://github.com/wso2/carbon-apimgt,http://api.github.com,github_repo,,Java,23282,8,1
16,16,android-signaturepad,gcacace,https://github.com/gcacace/android-signaturepad,http://api.github.com,github_repo,,Java,105,8,1
17,17,junit5-samples,junit-team,https://github.com/junit-team/junit5-samples,http://api.github.com,github_repo,,Java,470,8,1
18,18,SoundRecorder,dkim0419,https://github.com/dkim0419/SoundRecorder,http://api.github.com,github_repo,,Java,80,8,1
19,19,jd-gui,java-decompiler,https://github.com/java-decompiler/jd-gui,http://api.github.com,github_repo,,Java,253,8,1
20,20,aws-apigateway-importer,amazon-archives,https://github.com/amazon-archives/aws-apigateway-importer,http://api.github.com,github_repo,,Java,95,8,1
21,21,maven-plugins,github,https://github.com/github/maven-plugins,http://api.github.com,github_repo,,Java,231,8,1
22,22,Long-Shadows,harjot-oberai,https://github.com/harjot-oberai/Long-Shadows,http://api.github.com,github_repo,,Java,67,8,1
23,23,SmartIM4IntelliJ,Jamling,https://github.com/Jamling/SmartIM4IntelliJ,http://api.github.com,github_repo,,Java,61,8,1
24,24,SelectorInjection,tianzhijiexian,https://github.com/tianzhijiexian/SelectorInjection,http://api.github.com,github_repo,,Java,94,8,1
25,25,Biscuit,pruas,https://github.com/pruas/Biscuit,http://api.github.com,github_repo,,Java,30,8,1
26,26,Badge,nekocode,https://github.com/nekocode/Badge,http://api.github.com,github_repo,,Java,38,8,1
27,27,react-native-billing,idehub,https://github.com/idehub/react-native-billing,http://api.github.com,github_repo,,Java,123,8,1
28,28,android-kline,VinsonGuo,https://github.com/VinsonGuo/android-kline,http://api.github.com,github_repo,,Java,44,8,1
29,29,Turbine,Netflix,https://github.com/Netflix/Turbine,http://api.github.com,github_repo,,Java,164,9,1
30,30,movies-java-spring-data-neo4j,neo4j-examples,https://github.com/neo4j-examples/movies-java-spring-data-neo4j,http://api.github.com,github_repo,,Java,35,9,1
31,31,spring-xd-samples,spring-projects,https://github.com/spring-projects/spring-xd-samples,http://api.github.com,github_repo,,Java,275,9,1
32,32,environment-dashboard,vipinsthename,https://github.com/vipinsthename/environment-dashboard,http://api.github.com,github_repo,,Java,201,9,1
33,33,plantuml,plantuml,https://github.com/plantuml/plantuml,http://api.github.com,github_repo,,Java,143,9,1
34,34,egads,yahoo,https://github.com/yahoo/egads,http://api.github.com,github_repo,,Java,101,9,1
35,35,dockerfile-maven,spotify,https://github.com/spotify/dockerfile-maven,http://api.github.com,github_repo,,Java,203,9,1
36,36,android-pdfview,JoanZapata,https://github.com/JoanZapata/android-pdfview,http://api.github.com,github_repo,,Java,82,9,1
37,37,rebound,facebook,https://github.com/facebook/rebound,http://api.github.com,github_repo,,Java,125,9,1
38,38,react-native-background-timer,ocetnik,https://github.com/ocetnik/react-native-background-timer,http://api.github.com,github_repo,,Java,150,9,1
0,0,logback-kafka-appender,danielwegener,https://github.com/danielwegener/logback-kafka-appender,http://api.github.com,github_repo,,Java,132,9,1
0,0,SandVXposed,ganyao114,https://github.com/ganyao114/SandVXposed,http://api.github.com,github_repo,,Java,85,12,1
1,1,react-native-geolocation-service,Agontuk,https://github.com/Agontuk/react-native-geolocation-service,http://api.github.com,github_repo,,Java,106,13,1
2,2,DynamicGrid,askerov,https://github.com/askerov/DynamicGrid,http://api.github.com,github_repo,,Java,80,13,1
3,3,bottomsheet,Flipboard,https://github.com/Flipboard/bottomsheet,http://api.github.com,github_repo,,Java,167,13,1
4,4,seata-samples,seata,https://github.com/seata/seata-samples,http://api.github.com,github_repo,,Java,236,13,1
5,5,HomeMirror,HannahMitt,https://github.com/HannahMitt/HomeMirror,http://api.github.com,github_repo,,Java,115,13,1
6,6,emojicon,rockerhieu,https://github.com/rockerhieu/emojicon,http://api.github.com,github_repo,,Java,149,13,1
7,7,otto,square,https://github.com/square/otto,http://api.github.com,github_repo,,Java,205,13,1
8,8,ip2region,lionsoul2014,https://github.com/lionsoul2014/ip2region,http://api.github.com,github_repo,,Java,255,13,1
9,9,native-navigation,airbnb,https://github.com/airbnb/native-navigation,http://api.github.com,github_repo,,Java,140,13,1
10,10,joda-time-android,dlew,https://github.com/dlew/joda-time-android,http://api.github.com,github_repo,,Java,361,13,1
11,11,ExpandableTextView,MZCretin,https://github.com/MZCretin/ExpandableTextView,http://api.github.com,github_repo,,Java,67,13,1
12,12,Reservoir,anupcowkur,https://github.com/anupcowkur/Reservoir,http://api.github.com,github_repo,,Java,113,13,1
13,13,tinybus,beworker,https://github.com/beworker/tinybus,http://api.github.com,github_repo,,Java,225,13,1
14,14,EasyNavigation,forvv231,https://github.com/forvv231/EasyNavigation,http://api.github.com,github_repo,,Java,66,13,1
15,15,RxFingerprint,Mauin,https://github.com/Mauin/RxFingerprint,http://api.github.com,github_repo,,Java,122,13,1
16,16,PushSharp,Redth,https://github.com/Redth/PushSharp.git,http://api.github.com,github_repo,,C#,545,14,1
17,17,modernizer-maven-plugin,gaul,https://github.com/gaul/modernizer-maven-plugin,http://api.github.com,github_repo,,Java,202,14,1
18,18,Launcher,SKCraft,https://github.com/SKCraft/Launcher,http://api.github.com,github_repo,,Java,194,14,1
19,19,gs-uploading-files,spring-guides,https://github.com/spring-guides/gs-uploading-files,http://api.github.com,github_repo,,Java,222,14,1
20,20,android-flowlayout,ApmeM,https://github.com/ApmeM/android-flowlayout,http://api.github.com,github_repo,,Java,143,14,1
21,21,dbeaver,dbeaver,https://github.com/dbeaver/dbeaver,http://api.github.com,github_repo,,Java,15221,14,1
22,22,android-mvp-architecture,MindorksOpenSource,https://github.com/MindorksOpenSource/android-mvp-architecture,http://api.github.com,github_repo,,Java,162,14,1
23,23,otter,alibaba,https://github.com/alibaba/otter,http://api.github.com,github_repo,,Java,139,14,1
24,24,AlphabetIndex-Fast-Scroll-RecyclerView,myinnos,https://github.com/myinnos/AlphabetIndex-Fast-Scroll-RecyclerView,http://api.github.com,github_repo,,Java,106,14,1
25,25,CalendarFX,dlsc-software-consulting-gmbh,https://github.com/dlsc-software-consulting-gmbh/CalendarFX,http://api.github.com,github_repo,,Java,168,14,1
26,26,knife,bit4woo,https://github.com/bit4woo/knife,http://api.github.com,github_repo,,Java,98,14,1
27,27,StepView,shuhart,https://github.com/shuhart/StepView,http://api.github.com,github_repo,,Java,81,14,1
28,28,Space-Navigation-View,armcha,https://github.com/armcha/Space-Navigation-View,http://api.github.com,github_repo,,Java,93,15,1
29,29,mqtt-client,fusesource,https://github.com/fusesource/mqtt-client,http://api.github.com,github_repo,,Java,160,15,1
30,30,emoji-java,vdurmont,https://github.com/vdurmont/emoji-java,http://api.github.com,github_repo,,Java,190,15,1
31,31,reflections,ronmamo,https://github.com/ronmamo/reflections,http://api.github.com,github_repo,,Java,144,15,1
32,32,databus,linkedin,https://github.com/linkedin/databus,http://api.github.com,github_repo,,Java,328,15,1
33,33,Once,jonfinerty,https://github.com/jonfinerty/Once,http://api.github.com,github_repo,,Java,119,15,1
34,34,aho-corasick,robert-bor,https://github.com/robert-bor/aho-corasick,http://api.github.com,github_repo,,Java,88,16,1
35,35,Android-ReactiveLocation,mcharmas,https://github.com/mcharmas/Android-ReactiveLocation,http://api.github.com,github_repo,,Java,168,16,1
36,36,gradle-retrolambda,evant,https://github.com/evant/gradle-retrolambda,http://api.github.com,github_repo,,Java,337,16,1
37,37,SmoothProgressBar,castorflex,https://github.com/castorflex/SmoothProgressBar,http://api.github.com,github_repo,,Java,169,16,1
38,38,JustAuth,justauth,https://github.com/justauth/JustAuth,http://api.github.com,github_repo,,Java,435,16,1
39,39,react-native-intercom,tinycreative,https://github.com/tinycreative/react-native-intercom,http://api.github.com,github_repo,,Java,177,17,1
0,0,elasticsearch-analysis-mmseg,medcl,https://github.com/medcl/elasticsearch-analysis-mmseg,http://api.github.com,github_repo,,Java,88,6,1
1,1,XUpdate,xuexiangjys,https://github.com/xuexiangjys/XUpdate,http://api.github.com,github_repo,,Java,119,6,1
2,2,jenkins-hipchat-plugin,jlewallen,https://github.com/jlewallen/jenkins-hipchat-plugin,http://api.github.com,github_repo,,Java,65,7,1
3,3,cordova-imagePicker,wymsee,https://github.com/wymsee/cordova-imagePicker,http://api.github.com,github_repo,,Java,95,7,1
4,4,Android-SlideExpandableListView,tjerkw,https://github.com/tjerkw/Android-SlideExpandableListView,http://api.github.com,github_repo,,Java,95,7,1
5,5,smarthome,eclipse,https://github.com/eclipse/smarthome,http://api.github.com,github_repo,,Java,5161,7,1
6,6,richeditor-android,wasabeef,https://github.com/wasabeef/richeditor-android,http://api.github.com,github_repo,,Java,122,7,1
7,7,android-rss,ahorn,https://github.com/ahorn/android-rss,http://api.github.com,github_repo,,Java,112,9,1
0,0,Droppy,shehabic,https://github.com/shehabic/Droppy,http://api.github.com,github_repo,,Java,61,9,1
1,1,RxActivityResult,VictorAlbertos,https://github.com/VictorAlbertos/RxActivityResult,http://api.github.com,github_repo,,Java,77,9,1
2,2,smart-show,the-pig-of-jungle,https://github.com/the-pig-of-jungle/smart-show,http://api.github.com,github_repo,,Java,709,9,1
3,3,PatternLock,zhanghai,https://github.com/zhanghai/PatternLock,http://api.github.com,github_repo,,Java,109,9,1
4,4,RxHttpUtils,lygttpod,https://github.com/lygttpod/RxHttpUtils,http://api.github.com,github_repo,,Java,105,9,1
5,5,pcollections,hrldcpr,https://github.com/hrldcpr/pcollections,http://api.github.com,github_repo,,Java,154,10,1
6,6,libsignal-protocol-java,signalapp,https://github.com/signalapp/libsignal-protocol-java,http://api.github.com,github_repo,,Java,98,10,1
7,7,ESPlorer,4refr0nt,https://github.com/4refr0nt/ESPlorer,http://api.github.com,github_repo,,Java,83,10,1
0,0,geofire-java,firebase,https://github.com/firebase/geofire-java,http://api.github.com,github_repo,,Java,215,10,1
1,1,CircularReveal,ozodrukh,https://github.com/ozodrukh/CircularReveal,http://api.github.com,github_repo,,Java,92,10,1
2,2,ABAGAIL,pushkar,https://github.com/pushkar/ABAGAIL,http://api.github.com,github_repo,,Java,117,10,1
3,3,react-native-splash-screen,crazycodeboy,https://github.com/crazycodeboy/react-native-splash-screen,http://api.github.com,github_repo,,Java,156,10,1
4,4,react-native-incall-manager,react-native-webrtc,https://github.com/react-native-webrtc/react-native-incall-manager,http://api.github.com,github_repo,,Java,151,10,1
5,5,libsignal-service-java,signalapp,https://github.com/signalapp/libsignal-service-java,http://api.github.com,github_repo,,Java,271,10,1
6,6,MarkdownView,tiagohm,https://github.com/tiagohm/MarkdownView,http://api.github.com,github_repo,,Java,203,10,1
7,7,wycheproof,google,https://github.com/google/wycheproof,http://api.github.com,github_repo,,Java,139,11,1
0,0,Android-RateThisApp,kobakei,https://github.com/kobakei/Android-RateThisApp,http://api.github.com,github_repo,,Java,225,11,1
1,1,RESTMock,andrzejchm,https://github.com/andrzejchm/RESTMock,http://api.github.com,github_repo,,Java,176,11,1
2,2,poster-generater,qbhy,https://github.com/qbhy/poster-generater,http://api.github.com,github_repo,,Java,72,11,1
3,3,pandora,whataa,https://github.com/whataa/pandora,http://api.github.com,github_repo,,Java,137,11,1
4,4,BottomSheetBuilder,rubensousa,https://github.com/rubensousa/BottomSheetBuilder,http://api.github.com,github_repo,,Java,138,11,1
5,5,android-sliding-layer-lib,wunderlist,https://github.com/wunderlist/android-sliding-layer-lib,http://api.github.com,github_repo,,Java,220,12,1
6,6,ASNE,gorbin,https://github.com/gorbin/ASNE,http://api.github.com,github_repo,,Java,149,12,1
7,7,binnavi,google,https://github.com/google/binnavi,http://api.github.com,github_repo,,Java,293,12,1
0,0,TapTargetView,KeepSafe,https://github.com/KeepSafe/TapTargetView,http://api.github.com,github_repo,,Java,153,12,1
1,1,community,GoogleCloudPlatform,https://github.com/GoogleCloudPlatform/community,http://api.github.com,github_repo,,Java,756,12,1
2,2,android-floating-action-button,futuresimple,https://github.com/futuresimple/android-floating-action-button,http://api.github.com,github_repo,,Java,154,12,1
3,3,RxCache,VictorAlbertos,https://github.com/VictorAlbertos/RxCache,http://api.github.com,github_repo,,Java,229,12,1
4,4,EasyRefreshLayout,anzaizai,https://github.com/anzaizai/EasyRefreshLayout,http://api.github.com,github_repo,,Java,40,12,1
5,5,HwTxtReader,bifan-wei,https://github.com/bifan-wei/HwTxtReader,http://api.github.com,github_repo,,Java,172,12,1
6,6,Recyclerview-Gallery,ryanlijianchang,https://github.com/ryanlijianchang/Recyclerview-Gallery,http://api.github.com,github_repo,,Java,104,12,1
0,0,CustomBottomSheetBehavior,miguelhincapie,https://github.com/miguelhincapie/CustomBottomSheetBehavior,http://api.github.com,github_repo,,Java,123,22,1
1,1,Pydev,fabioz,https://github.com/fabioz/Pydev,http://api.github.com,github_repo,,Java,8490,22,1
2,2,MultiImagePicker,yazeed44,https://github.com/yazeed44/MultiImagePicker,http://api.github.com,github_repo,,Java,161,22,1
3,3,spring-test-dbunit,springtestdbunit,https://github.com/springtestdbunit/spring-test-dbunit,http://api.github.com,github_repo,,Java,146,23,1
4,4,AndroidTraining,mixi-inc,https://github.com/mixi-inc/AndroidTraining,http://api.github.com,github_repo,,Java,755,23,1
5,5,browsermob-proxy,webmetrics,https://github.com/webmetrics/browsermob-proxy,http://api.github.com,github_repo,,Java,197,23,1
6,6,android-state,evernote,https://github.com/evernote/android-state,http://api.github.com,github_repo,,Java,123,23,1
7,7,uber-apk-signer,patrickfav,https://github.com/patrickfav/uber-apk-signer,http://api.github.com,github_repo,,Java,97,23,1
0,0,SocialSdkLibrary,chendongMarch,https://github.com/chendongMarch/SocialSdkLibrary,http://api.github.com,github_repo,,Java,198,23,1
1,1,react-native-keychain,oblador,https://github.com/oblador/react-native-keychain,http://api.github.com,github_repo,,Java,207,24,1
2,2,hbc,twitter,https://github.com/twitter/hbc,http://api.github.com,github_repo,,Java,241,24,1
3,3,sticky-headers-recyclerview,timehop,https://github.com/timehop/sticky-headers-recyclerview,http://api.github.com,github_repo,,Java,124,24,1
4,4,AndroidPerformanceMonitor,markzhai,https://github.com/markzhai/AndroidPerformanceMonitor,http://api.github.com,github_repo,,Java,182,24,1
5,5,hmily,Dromara,https://github.com/Dromara/hmily,http://api.github.com,github_repo,,Java,250,24,1
6,6,ColorPicker,jaredrummler,https://github.com/jaredrummler/ColorPicker,http://api.github.com,github_repo,,Java,164,24,1
7,7,colorpicker,QuadFlask,https://github.com/QuadFlask/colorpicker,http://api.github.com,github_repo,,Java,164,24,1
0,0,material-calendar-view,BlackBoxVision,https://github.com/BlackBoxVision/material-calendar-view,http://api.github.com,github_repo,,Java,231,24,1
1,1,aws-ec2-ssh,widdix,https://github.com/widdix/aws-ec2-ssh,http://api.github.com,github_repo,,Java,137,25,1
2,2,react-native-youtube,inProgress-team,https://github.com/inProgress-team/react-native-youtube,http://api.github.com,github_repo,,Java,332,25,1
3,3,Calligraphy,chrisjenx,https://github.com/chrisjenx/Calligraphy,http://api.github.com,github_repo,,Java,309,25,1
4,4,packr,libgdx,https://github.com/libgdx/packr,http://api.github.com,github_repo,,Java,221,25,1
5,5,termux-api,termux,https://github.com/termux/termux-api,http://api.github.com,github_repo,,Java,262,25,1
6,6,HtmlSpanner,NightWhistler,https://github.com/NightWhistler/HtmlSpanner,http://api.github.com,github_repo,,Java,119,25,1
7,7,android-contentprovider-generator,BoD,https://github.com/BoD/android-contentprovider-generator,http://api.github.com,github_repo,,Java,329,25,1
0,0,javafx-gradle-plugin,FibreFoX,https://github.com/FibreFoX/javafx-gradle-plugin,http://api.github.com,github_repo,,Java,234,25,1
1,1,openstego,syvaidya,https://github.com/syvaidya/openstego,http://api.github.com,github_repo,,Java,125,25,1
2,2,google-oauth-java-client,googleapis,https://github.com/googleapis/google-oauth-java-client,http://api.github.com,github_repo,,Java,441,26,1
3,3,Hacktoberfest-Mathematics,BaReinhard,https://github.com/BaReinhard/Hacktoberfest-Mathematics,http://api.github.com,github_repo,,Java,611,26,1
4,4,zkclient,sgroschupf,https://github.com/sgroschupf/zkclient,http://api.github.com,github_repo,,Java,182,26,1
5,5,airline,airlift,https://github.com/airlift/airline,http://api.github.com,github_repo,,Java,111,26,1
6,6,ncalc,tranleduy2000,https://github.com/tranleduy2000/ncalc,http://api.github.com,github_repo,,Java,257,26,1
7,7,react-native-google-places,tolu360,https://github.com/tolu360/react-native-google-places,http://api.github.com,github_repo,,Java,207,26,1
0,0,Android-Rich-text-Editor,chinalwb,https://github.com/chinalwb/Android-Rich-text-Editor,http://api.github.com,github_repo,,Java,439,26,1
1,1,opencv-processing,atduskgreg,https://github.com/atduskgreg/opencv-processing,http://api.github.com,github_repo,,Java,155,27,1
2,2,QRCodeReaderView,dlazaro66,https://github.com/dlazaro66/QRCodeReaderView,http://api.github.com,github_repo,,Java,142,27,1
3,3,FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,http://api.github.com,github_repo,,Java,184,27,1
4,4,gpmall,2227324689,https://github.com/2227324689/gpmall,http://api.github.com,github_repo,,Java,442,27,1
5,5,openhab1-addons,openhab,https://github.com/openhab/openhab1-addons,http://api.github.com,github_repo,,Java,9683,27,1
6,6,groovy-eclipse,groovy,https://github.com/groovy/groovy-eclipse,http://api.github.com,github_repo,,Java,5171,29,1
7,7,Router,JumeiRdGroup,https://github.com/JumeiRdGroup/Router,http://api.github.com,github_repo,,Java,243,29,1
0,0,RIBs,uber,https://github.com/uber/RIBs,http://api.github.com,github_repo,,Java,254,30,1
1,1,kafka-streams-examples,confluentinc,https://github.com/confluentinc/kafka-streams-examples,http://api.github.com,github_repo,,Java,1879,30,1
2,2,react-native-push-notification,zo0r,https://github.com/zo0r/react-native-push-notification,http://api.github.com,github_repo,,Java,416,30,1
3,3,t-digest,tdunning,https://github.com/tdunning/t-digest,http://api.github.com,github_repo,,Java,335,30,1
4,4,Android-Rate,hotchemi,https://github.com/hotchemi/Android-Rate,http://api.github.com,github_repo,,Java,246,30,1
5,5,instagram4j,brunocvcunha,https://github.com/brunocvcunha/instagram4j,http://api.github.com,github_repo,,Java,282,30,1
6,6,quarkus-quickstarts,quarkusio,https://github.com/quarkusio/quarkus-quickstarts,http://api.github.com,github_repo,,Java,721,31,1
7,7,nice-spinner,arcadefire,https://github.com/arcadefire/nice-spinner,http://api.github.com,github_repo,,Java,105,31,1
0,0,UsbSerial,felHR85,https://github.com/felHR85/UsbSerial,http://api.github.com,github_repo,,Java,414,31,1
1,1,cordova-crosswalk-engine,infil00p,https://github.com/infil00p/cordova-crosswalk-engine,http://api.github.com,github_repo,,Java,271,31,1
2,2,ahbottomnavigation,aurelhubert,https://github.com/aurelhubert/ahbottomnavigation,http://api.github.com,github_repo,,Java,280,31,1
3,3,lottie-react-native,react-native-community,https://github.com/react-native-community/lottie-react-native,http://api.github.com,github_repo,,Java,426,31,1
4,4,ThinDownloadManager,smanikandan14,https://github.com/smanikandan14/ThinDownloadManager,http://api.github.com,github_repo,,Java,143,31,1
5,5,react-native-bottom-sheet-behavior,cesardeazevedo,https://github.com/cesardeazevedo/react-native-bottom-sheet-behavior,http://api.github.com,github_repo,,Java,207,31,1
6,6,rocker,fizzed,https://github.com/fizzed/rocker,http://api.github.com,github_repo,,Java,371,32,1
0,0,react-native-picker,beefe,https://github.com/beefe/react-native-picker,http://api.github.com,github_repo,,Java,167,32,1
1,1,DebugDrawer,palaima,https://github.com/palaima/DebugDrawer,http://api.github.com,github_repo,,Java,189,32,1
2,2,android_packages_apps_UnifiedNlp,microg,https://github.com/microg/android_packages_apps_UnifiedNlp,http://api.github.com,github_repo,,Java,223,32,1
3,3,walt,google,https://github.com/google/walt,http://api.github.com,github_repo,,Java,313,32,1
4,4,problem,zalando,https://github.com/zalando/problem,http://api.github.com,github_repo,,Java,421,32,1
5,5,jira-client,rcarz,https://github.com/rcarz/jira-client,http://api.github.com,github_repo,,Java,280,33,1
6,6,Hive-JSON-Serde,rcongiu,https://github.com/rcongiu/Hive-JSON-Serde,http://api.github.com,github_repo,,Java,326,33,1
7,7,react-native-google-signin,react-native-community,https://github.com/react-native-community/react-native-google-signin,http://api.github.com,github_repo,,Java,376,33,1
0,0,socket.io-client-java,socketio,https://github.com/socketio/socket.io-client-java,http://api.github.com,github_repo,,Java,268,33,1
1,1,DroidPlugin,DroidPluginTeam,https://github.com/DroidPluginTeam/DroidPlugin,http://api.github.com,github_repo,,Java,224,33,1
2,2,TagMo,HiddenRamblings,https://github.com/HiddenRamblings/TagMo,http://api.github.com,github_repo,,Java,195,33,1
3,3,android-transition,kaichunlin,https://github.com/kaichunlin/android-transition,http://api.github.com,github_repo,,Java,113,33,1
4,4,AndroidJSCore,ericwlange,https://github.com/ericwlange/AndroidJSCore,http://api.github.com,github_repo,,Java,139,33,1
5,5,LicensesDialog,PSDev,https://github.com/PSDev/LicensesDialog,http://api.github.com,github_repo,,Java,239,33,1
6,6,tomighty,tomighty,https://github.com/tomighty/tomighty,http://api.github.com,github_repo,,Java,359,34,1
0,0,hawk,orhanobut,https://github.com/orhanobut/hawk,http://api.github.com,github_repo,,Java,281,34,1
1,1,AndResGuard,shwenzhang,https://github.com/shwenzhang/AndResGuard,http://api.github.com,github_repo,,Java,401,34,1
2,2,ShortcutBadger,leolin310148,https://github.com/leolin310148/ShortcutBadger,http://api.github.com,github_repo,,Java,210,34,1
3,3,addressbook-level2,se-edu,https://github.com/se-edu/addressbook-level2,http://api.github.com,github_repo,,Java,227,34,1
4,4,storm-yarn,yahoo,https://github.com/yahoo/storm-yarn,http://api.github.com,github_repo,,Java,174,34,1
5,5,ea-async,electronicarts,https://github.com/electronicarts/ea-async,http://api.github.com,github_repo,,Java,263,34,1
6,6,ReactiveNetwork,pwittchen,https://github.com/pwittchen/ReactiveNetwork,http://api.github.com,github_repo,,Java,687,35,1
